yearDraft,nameTeam,numberPickOverall,player,OrganizationFrom
1972,Buffalo Braves,131,John Collins,SUNY Brockport
1972,Cleveland Cavaliers,132,Greg Starrick,Southern Illinois
1972,Detroit Pistons,133,Kessie Mangam,Ferris State
1972,Kansas City-Omaha Kings,134,Steve McMahon,Merrimack
1972,Philadelphia 76ers,135,Rod Murray,Cal State-Los Angeles
1972,Atlanta Hawks,136,Larry Strozier,Morehouse
1972,Baltimore Bullets,137,Ruppert Breedlove,Oglethorpe
1972,Seattle SuperSonics,138,Dwight Holliday,Hawaii
1972,New York Knicks,139,Tom Sullivan,Fordham
1972,Phoenix Suns,140,Bill Kennedy,Arizona
1972,Golden State Warriors,141,Bill Duey,California
1972,Chicago Bulls,142,Ralph Houston,West Texas A&M
1972,Milwaukee Bucks,143,Jim Regenold,Ball State
1972,Portland Trail Blazers,144,Kresimir Cosic,Brigham Young
1972,Cleveland Cavaliers,145,Kent Martens,Abilene Christian
1972,Detroit Pistons,146,Kent Hollenbeck,Kentucky
1972,Philadelphia 76ers,147,Gary Watson,Wisconsin
1972,Kansas City-Omaha Kings,148,David Hall,Kansas State
1972,Atlanta Hawks,149,Jim Clesson,Tulsa
1972,Baltimore Bullets,150,Will Loftin,Louisiana-Lafayette
1972,Seattle SuperSonics,151,Dan Stewart,Washington State
1972,New York Knicks,152,Richie Garner,Manhattan
1972,Phoenix Suns,153,Al Vilcheck,Louisville
1972,Boston Celtics,154,Marty Hunt,Kenyon
1972,Chicago Bulls,155,Chuck Taylor,West Liberty
1972,Milwaukee Bucks,156,Jolly Spight,Santa Clara
1972,Portland Trail Blazers,157,Jimmy Wilkins,San Diego State
1972,Buffalo Braves,158,Jim Prokell,Edinboro
1972,Kansas City-Omaha Kings,159,Floyd Mathew,Northern Arizona
1972,Atlanta Hawks,160,Charles Allen,Texas Southern
1972,Baltimore Bullets,161,Marvin Watkins,Jackson State
1972,Seattle SuperSonics,162,Steve Turner,Vanderbilt
1972,New York Knicks,163,Chic Downing,Benedictine (IL)
1972,Phoenix Suns,164,John Belcher,Arkansas State
1972,Boston Celtics,165,Mark Minor,Ohio State
1972,Chicago Bulls,166,Jackie Young,Rocky Mountain
1972,Buffalo Braves,167,Frank Dewitt,Virginia
1972,Kansas City-Omaha Kings,168,Len Baltimore,George Washington
1972,Atlanta Hawks,169,James Green,Paine
1972,Baltimore Bullets,170,Lloyd Adams,Rhode Island
1972,Seattle SuperSonics,171,Gregg Daust,Missouri-St. Louis
1972,Phoenix Suns,172,Mark Soderberg,Utah
1972,Boston Celtics,173,Phil Stephens,South Carolina State
1972,Chicago Bulls,174,Al Cotler,Pennsylvania
1972,Portland Trail Blazers,175,Larry Morris,Tulsa
1972,Buffalo Braves,176,Kim Huband,North Carolina
1972,Kansas City-Omaha Kings,177,Kent Scott,Pittsburgh
1972,Baltimore Bullets,178,Mike Krawzyk,Loyola-Maryland
1972,Phoenix Suns,179,Kelly Utley,Shaw
1972,Chicago Bulls,180,Mike Barr,Duquesne
1972,Portland Trail Blazers,181,Paul Kelley,Shaw
1972,Buffalo Braves,182,Greg Corson,North Carolina
1972,Kansas City-Omaha Kings,183,Bob Allen,Missouri
1972,Baltimore Bullets,184,Aubrey Nash,Kansas
1972,Seattle SuperSonics,185,Cleveland Hill,Nicholls State
1972,Phoenix Suns,186,Ray Golson,West Texas A&M
1972,Chicago Bulls,187,Andrew Pettes,Oklahoma
1972,Portland Trail Blazers,188,Rich Haubeggar,Wake Forest
1972,Buffalo Braves,189,Paul Hoffman,St. Bonaventure
1972,Kansas City-Omaha Kings,190,Mike Jefferies,Oklahoma State
1972,Baltimore Bullets,191,Gary Handleman,Johns Hopkins
1972,Chicago Bulls,192,Greg Lowery,Texas Tech
1972,Portland Trail Blazers,193,Mose Adolph,Cal State-Los Angeles
1972,Buffalo Braves,194,Norman Bounds,SUNY Brockport
1972,Kansas City-Omaha Kings,195,Mike Peterson,Nebraska
1972,Chicago Bulls,196,Charles Hall,Montana Western
1972,Chicago Bulls,197,John Thornton,South Carolina State
1972,Chicago Bulls,198,Ron Manning,Manhattan
1971,Cleveland Cavaliers,1,Austin Carr,Notre Dame
1971,Portland Trail Blazers,2,Sidney Wicks,California-Los Angeles
1971,Buffalo Braves,3,Elmore Smith,Kentucky State
1971,Cincinnati Royals,4,Ken Durrett,La Salle
1971,Atlanta Hawks,5,George Trapp,Long Beach State
1971,Seattle SuperSonics,6,Fred Brown,Iowa
1971,Houston Rockets,7,Cliff Meely,Colorado
1971,Golden State Warriors,8,Darnell Hillman,San Jose State
1971,Baltimore Bullets,9,Stan Love,Oregon
1971,Boston Celtics,10,Clarence Glover,Western Kentucky
1971,Detroit Pistons,11,Curtis Rowe,California-Los Angeles
1971,Philadelphia 76ers,12,Dana Lewis,Tulsa
1971,Los Angeles Lakers,13,Jim Cleamons,Ohio State
1971,Phoenix Suns,14,John Roche,South Carolina
1971,Chicago Bulls,15,Kenny McIntosh,Eastern Michigan
1971,New York Knicks,16,Dean Meminger,Marquette
1971,Milwaukee Bucks,17,Collis Jones,Notre Dame
1971,Cleveland Cavaliers,18,Steve Patterson,California-Los Angeles
1971,Buffalo Braves,19,Fred Hilton,Grambling
1971,Chicago Bulls,20,Willard Sojourner,Weber State
1971,Cincinnati Royals,21,John Mengelt,Auburn
1971,Atlanta Hawks,22,"Ted, Hound Dog McClain",Tennessee State
1971,Seattle SuperSonics,23,Jim McDaniels,Western Kentucky
1971,Houston Rockets,24,Mike Newlin,Utah
1971,Portland Trail Blazers,25,Charlie Yelverton,Fordham
1971,Buffalo Braves,26,Amos Thomas,Southwestern Oklahoma
1971,Portland Trail Blazers,27,Richard Fisher,Colorado State
1971,Boston Celtics,28,Jim Rose,Western Kentucky
1971,Detroit Pistons,29,Isaiah Wilson,Baltimore
1971,Buffalo Braves,30,Spencer Haywood,Detroit Mercy
1971,Cincinnati Royals,31,Joe Bergman,Creighton
1971,Chicago Bulls,32,Howard Porter,Villanova
1971,Philadelphia 76ers,33,Marvin Stewart,Nebraska
1971,New York Knicks,34,Gregg Northington,Alabama State
1971,Cleveland Cavaliers,35,Willie Long,New Mexico
1971,Cleveland Cavaliers,36,Gerald Lockett,Arkansas-Pine Bluff
1971,Portland Trail Blazers,37,Larry Steele,Kentucky
1971,Cincinnati Royals,38,Rich Yunkus,Georgia Tech
1971,Atlanta Hawks,39,Jeff Halliburton,Drake
1971,Chicago Bulls,40,Clifford Ray,Oklahoma
1971,Cleveland Cavaliers,41,Jackie Ridgle,California
1971,Portland Trail Blazers,42,Bill Smith,Syracuse
1971,Baltimore Bullets,43,Rich Rinaldi,St. Peter's
1971,Boston Celtics,44,Dave Robisch,Kansas
1971,Detroit Pistons,45,Marv Roberts,Utah State
1971,Philadelphia 76ers,46,Dave Wohl,Pennsylvania
1971,Chicago Bulls,47,Mike Gale,Elizabeth City State
1971,Phoenix Suns,48,Dennis Layton,Southern California
1971,Chicago Bulls,49,Dick Gibbs,Texas-El Paso
1971,New York Knicks,50,Ken Mayfield,Tuskegee
1971,Milwaukee Bucks,51,Gary Brell,Marquette
1971,Cleveland Cavaliers,52,Cliff Harris,Hardin-Simmons
1971,Buffalo Braves,53,Jimmy O'Brien,Boston College
1971,Portland Trail Blazers,54,Bobby Fields,La Salle
1971,Cincinnati Royals,55,Sid Catlett,Notre Dame
1971,Atlanta Hawks,56,Jim Welch,Houston
1971,Seattle SuperSonics,57,Pembroke Burrows,Jacksonville
1971,Houston Rockets,58,Tom Owens,South Carolina
1971,Golden State Warriors,59,Greg Gary,St. Bonaventure
1971,Baltimore Bullets,60,Willie Allen,Miami (FL)
1971,Boston Celtics,61,Randy Denton,Duke
1971,Detroit Pistons,62,Jarrett Durham,Duquesne
1971,Philadelphia 76ers,63,Erwin Johnson,Augusta State
1971,Los Angeles Lakers,64,Roger Brown,Kansas
1971,Phoenix Suns,65,Walt Szczerbiak,George Washington
1971,Chicago Bulls,66,Jim Irving,Saint Louis
1971,New York Knicks,67,Steve Niles,Texas A&M
1971,Milwaukee Bucks,68,Henry Smith,Missouri
1971,Cleveland Cavaliers,69,Brian Mahoney,Manhattan
1971,Buffalo Braves,70,Garry Nelson,Duquesne
1971,Portland Trail Blazers,71,Hector Blondet,Murray State
1971,Cincinnati Royals,72,Jim Guymond,Eastern New Mexico
1971,Cincinnati Royals,73,Tyrone Marionneaux,Loyola (LA)
1971,Seattle SuperSonics,74,Jeff Smith,New Mexico State
1971,Houston Rockets,75,Rudy Benjamin,Michigan State
1971,Golden State Warriors,76,Odis Allison,Nevada-Las Vegas
1971,Baltimore Bullets,77,Don Johnson,Tennessee
1971,Houston Rockets,78,Greg Nelson,Jacksonville
1971,Detroit Pistons,79,Vincent White,Savannah State
1971,Philadelphia 76ers,80,Richard Hood,Phillips
1971,Los Angeles Lakers,81,Lee Dedmon,North Carolina
1971,Phoenix Suns,82,Kenneth Gardner,Utah
1971,Chicago Bulls,83,Larry Weatherford,Purdue
1971,Phoenix Suns,84,Bob Kissane,Holy Cross
1971,Milwaukee Bucks,85,Barry Nelson,Duquesne
1971,Cleveland Cavaliers,86,Mike Childress,Colorado State
1971,Buffalo Braves,87,Glen Summors,Gannon
1971,Portland Trail Blazers,88,Jim Day,Morehead State
1971,Cincinnati Royals,89,Gil McGregor,Wake Forest
1971,Atlanta Hawks,90,Willie Humes,Idaho
1971,Seattle SuperSonics,91,Mike Neciase,William Carey
1971,Houston Rockets,92,Garry Reist,Rice
1971,Golden State Warriors,93,Charlie Johnson,California
1971,Baltimore Bullets,94,John Novey,Mount St. Mary's
1971,Boston Celtics,95,Thorpe Weber,Vanderbilt
1971,Detroit Pistons,96,Jim Larranga,Providence
1971,Philadelphia 76ers,97,Jake Jones,Assumption
1971,Los Angeles Lakers,98,Bill Brickhouse,Montana State
1971,Phoenix Suns,99,William Graham,Kentucky State
1971,Chicago Bulls,100,Jim England,Tennessee
1971,New York Knicks,101,Bill Mainor,Fordham
1971,Milwaukee Bucks,102,Ed Kemp,Adams State
1971,Cleveland Cavaliers,103,Tom Bush,Drake
1971,Buffalo Braves,104,Randy Smith,Buffalo State
1971,Portland Trail Blazers,105,Gene Knolle,Texas Tech
1971,Cincinnati Royals,106,Ollie Shannon,Minnesota
1971,Atlanta Hawks,107,Mike Jordan,Savannah State
1971,Seattle SuperSonics,108,John Duncan,Kentucky Wesleyan
1971,Houston Rockets,109,Eric Hill,Minnesota
1971,Golden State Warriors,110,Ken May,Dayton
1971,Baltimore Bullets,111,Dennis Hogg,Washington State
1971,Boston Celtics,112,Skip Young,Florida State
1971,Detroit Pistons,113,Steve Kelly,Brigham Young
1971,Philadelphia 76ers,114,Curtis Ford,Northeastern State
1971,Los Angeles Lakers,115,Gene Gathers,Bradley
1971,Phoenix Suns,116,Ralph Brateris,College of New Jersey
1971,Chicago Bulls,117,Artis Gilmore,Jacksonville
1971,New York Knicks,118,Danny Davis,Henderson State
1971,Milwaukee Bucks,119,Gene Phillips,Southern Methodist
1971,Cleveland Cavaliers,120,Charlie Davis,Wake Forest
1971,Buffalo Braves,121,Craig Love,Ohio
1971,Portland Trail Blazers,122,John Sutter,Tulane
1971,Cincinnati Royals,123,Frank Fitzgerald,Boston College
1971,Atlanta Hawks,124,Jim Smith,Kentucky Wesleyan
1971,Seattle SuperSonics,125,Chuck Lowery,Puget Sound
1971,Houston Rockets,126,Rich Katherman,Duke
1971,Golden State Warriors,127,Jim Haderlein,Loyola-Marymount
1971,Baltimore Bullets,128,Russell Golden,Jackson State
1971,Boston Celtics,129,John Ribock,South Carolina
1971,Detroit Pistons,130,Wayne Jones,Niagara
1971,Philadelphia 76ers,131,Barry Yates,Maryland
1971,Los Angeles Lakers,132,Luke Adams,Lamar
1971,Phoenix Suns,133,Vernell Ellzy,Florida State
1971,Chicago Bulls,134,Clarence Sherrod,Wisconsin
1971,New York Knicks,135,Leroy Eldridge,Cheyney
1971,Milwaukee Bucks,136,Felix Thurston,Trinity (TX)
1971,Cleveland Cavaliers,137,Rich Walker,Bowling Green
1971,Buffalo Braves,138,Gary Stewart,Canisius
1971,Portland Trail Blazers,139,Eugene Kennedy,Texas Christian
1971,Atlanta Hawks,140,Ernie Fleming,Jacksonville
1971,Seattle SuperSonics,141,Larry Holliday,Oregon
1971,Houston Rockets,142,Willie Kerry,Denver
1971,Golden State Warriors,143,Clarence Smith,Villanova
1971,Baltimore Bullets,144,Ron Johnston,Murray State
1971,Boston Celtics,145,Ray Green,California (PA)
1971,Detroit Pistons,146,Paul Botts,Central Michigan
1971,Philadelphia 76ers,147,Tom Lee,Arizona
1971,Los Angeles Lakers,148,Bob Cheeks,Whittier
1971,Phoenix Suns,149,Mike Johnson,Kansas State
1971,Chicago Bulls,150,Jackie Dinkins,Voorhees
1971,New York Knicks,151,Mike O'Brien,Saint Leo
1971,Milwaukee Bucks,152,Rick Howat,Illinois
1971,Cleveland Cavaliers,153,Jim Meredith,Washington State
1971,Buffalo Braves,154,Don Ward,Colgate
1971,Portland Trail Blazers,155,Greg Starrick,Southern Illinois
1971,Atlanta Hawks,156,Ron Rippitoe,Lipscomb
1971,Seattle SuperSonics,157,Ed Huston,Puget Sound
1971,Houston Rockets,158,Calvin Oliver,Texas-Pan American
1971,Golden State Warriors,159,Bill Drosdiak,Oregon
1971,Baltimore Bullets,160,Eddie Myers,Arizona
1971,Boston Celtics,161,Dale Dover,Harvard
1971,Detroit Pistons,162,Steve Butcher,Pikeville
1971,Philadelphia 76ers,163,Jim Dinwiddie,Kentucky
1971,Los Angeles Lakers,164,Cliff Mosely,Quinnipiac
1971,Phoenix Suns,165,Tom Newell,Hawaii
1971,Chicago Bulls,166,David Withers,Delaware
1971,New York Knicks,167,Andy Toth,Cheyney
1971,Milwaukee Bucks,168,Dan Fife,Michigan
1971,Cleveland Cavaliers,169,Mike Casey,Kentucky
1971,Buffalo Braves,170,Bill Warner,Arizona
1971,Portland Trail Blazers,171,Howard Burford,Gonzaga
1971,Atlanta Hawks,172,Levi Wyatt,Alcorn State
1971,Seattle SuperSonics,173,Jerome Perry,Western Kentucky
1971,Houston Rockets,174,Doug Rex,California-Santa Barbara
1971,Baltimore Bullets,175,Chuck Olowski,Baltimore
1971,Boston Celtics,176,Reggie Brooks,New Hampshire
1971,Detroit Pistons,177,Larry Saunders,Duke
1971,Philadelphia 76ers,178,Dana Pagett,Southern California
1971,Phoenix Suns,179,Paul Leitz,Western Carolina
1971,Chicago Bulls,180,Al Smith,Bradley
1971,New York Knicks,181,Ken Davis,Georgetown
1971,Milwaukee Bucks,182,Blaine Henry,Marshall
1971,Cleveland Cavaliers,183,Doug Hess,Toledo
1971,Buffalo Braves,184,Butch Webster,New Orleans
1971,Portland Trail Blazers,185,Don Sechler,Delaware Valley
1971,Atlanta Hawks,186,Roger Moore,Columbus State
1971,Houston Rockets,187,Chris Schrobilgen,Southern California
1971,Baltimore Bullets,188,Bob Connor,Loyola-Maryland
1971,Boston Celtics,189,John Dalton,Suffolk
1971,Detroit Pistons,190,Bob Horn,Drake
1971,Philadelphia 76ers,191,Ken Kowall,Ohio
1971,Phoenix Suns,192,Floyd Mason,Alcorn State
1971,Chicago Bulls,193,Ken Riley,Middle Tennessee State
1971,New York Knicks,194,Carl Greenfield,Eastern Kentucky
1971,Milwaukee Bucks,195,Gene Mumford,Scranton
1971,Cleveland Cavaliers,196,Bobby Jones,Drake
1971,Buffalo Braves,197,Pete Smith,Valdosta State
1971,Atlanta Hawks,198,Ed Jenkins,Michigan Lutheran
1971,Houston Rockets,199,Lee McCollough,Indiana
1971,Baltimore Bullets,200,Ron Crosswhite,Dayton
1971,Boston Celtics,201,Leroy Chalk,Nebraska
1971,Detroit Pistons,202,Willie Roberson,Wyoming
1971,Philadelphia 76ers,203,Hank Commodore,Northwestern Oklahoma State
1971,Phoenix Suns,204,Ron Dorsey,Tennessee State
1971,Chicago Bulls,205,Ed Goode,DePaul
1971,New York Knicks,206,Larry Duckworth,Henderson State
1971,Milwaukee Bucks,207,Pierre Russell,Kansas
1971,Cleveland Cavaliers,208,Bubbles Harris,Indiana
1971,Buffalo Braves,209,Ray Lavender,Drury
1971,Houston Rockets,210,Gene Roberson,Canisius
1971,Baltimore Bullets,211,Rudolph Peele,Norfolk State
1971,Detroit Pistons,212,Art Davis,Johnson C. Smith
1971,Phoenix Suns,213,Ken Booker,California-Los Angeles
1971,Chicago Bulls,214,Richard Dixon,Loyola (LA)
1971,New York Knicks,215,Jack O'Connor,Great Falls
1971,Milwaukee Bucks,216,George Jackson,Dayton
1971,Cleveland Cavaliers,217,Larry Baker,Wittenberg
1971,Buffalo Braves,218,William Chatmon,Baylor
1971,Houston Rockets,219,Terry Guigg,Gonzaga
1971,Baltimore Bullets,220,James Morrell,Norfolk State
1971,Detroit Pistons,221,James Fleming,Alcorn State
1971,Phoenix Suns,222,Curtis Carter,Bishop
1971,Chicago Bulls,223,Liscio Thomas,Furman
1971,Milwaukee Bucks,224,Loyd King,Virginia Tech
1971,Cleveland Cavaliers,225,Vance Tyree,Wisconsin-La Crosse
1971,Buffalo Braves,226,James Douglas,Memphis
1971,Houston Rockets,227,Leonard Jackson,Oregon
1971,Detroit Pistons,228,Fred Smiley,Detroit Mercy
1971,Chicago Bulls,229,Bob Bissant,Loyola (LA)
1971,Buffalo Braves,230,Nelson Isley,Louisiana State
1971,Houston Rockets,231,Steve Sims,Pepperdine
1971,Detroit Pistons,232,Leroy Jenkins,Detroit Mercy
1971,Buffalo Braves,233,Joey Meyer,DePaul
1971,Houston Rockets,234,Carlos Quintanar,Asociacion Deportiva Mexicana de Basquetbol
1971,Detroit Pistons,235,Ike Bundy,Detroit Tech
1971,Houston Rockets,236,Gary Schneider,San Diego State
1971,Detroit Pistons,237,Ed Jenkins,Shaw
1970,Detroit Pistons,1,Bob Lanier,St. Bonaventure
1970,San Diego Rockets,2,Rudy Tomjanovich,Michigan
1970,Atlanta Hawks,3,Pete Maravich,Louisiana State
1970,Boston Celtics,4,Dave Cowens,Florida State
1970,Cincinnati Royals,5,Sam Lacey,New Mexico State
1970,Seattle SuperSonics,6,Jim Ard,Cincinnati
1970,Cleveland Cavaliers,7,John Johnson,Iowa
1970,Portland Trail Blazers,8,Geoff Petrie,Princeton
1970,Baltimore Bullets,9,George Johnson,Stephen F. Austin
1970,Phoenix Suns,10,Greg Howard,New Mexico
1970,Chicago Bulls,11,Jimmy Collins,New Mexico State
1970,Philadelphia 76ers,12,Al Henry,Wisconsin
1970,Los Angeles Lakers,13,Jim McMillian,Columbia
1970,Atlanta Hawks,14,John Vallely,California-Los Angeles
1970,Buffalo Braves,15,John Hummer,Princeton
1970,Milwaukee Bucks,16,Gary Freeman,Oregon State
1970,New York Knicks,17,Mike Price,Illinois
1970,San Diego Rockets,18,Calvin Murphy,Niagara
1970,Cincinnati Royals,19,Nate Archibald,Texas-El Paso
1970,Seattle SuperSonics,20,Jake Ford,Maryland
1970,Boston Celtics,21,Rex Morgan,Jacksonville
1970,Cincinnati Royals,22,Doug Cook,Davidson
1970,Seattle SuperSonics,23,Pete Cross,San Francisco
1970,Buffalo Braves,24,Cornell Warner,Jackson State
1970,Portland Trail Blazers,25,Walt Gilmore,Fort Valley State
1970,Cleveland Cavaliers,26,Dave Sorenson,Ohio State
1970,Phoenix Suns,27,Fred Taylor,Texas-Pan American
1970,Chicago Bulls,28,Paul Ruffner,Brigham Young
1970,Phoenix Suns,29,Joe DePre,St. John's (NY)
1970,Los Angeles Lakers,30,Ernie Killum,Stetson
1970,Atlanta Hawks,31,Dan Hester,Louisiana State
1970,Detroit Pistons,32,Ken Warzynski,DePaul
1970,Milwaukee Bucks,33,Bill Zopf,Duquesne
1970,New York Knicks,34,Howie Wright,Austin Peay
1970,San Diego Rockets,35,Curtis Perry,Missouri State
1970,San Francisco Warriors,36,Earle Higgins,Eastern Michigan
1970,Detroit Pistons,37,Bob St. Pierre,Hanover
1970,Boston Celtics,38,Willie Williams,Florida State
1970,Cincinnati Royals,39,Greg Hyder,Eastern New Mexico
1970,Seattle SuperSonics,40,Garfield Heard,Oklahoma
1970,Cleveland Cavaliers,41,Surry Oliver,Stephen F. Austin
1970,Portland Trail Blazers,42,Bill Cain,Iowa State
1970,Buffalo Braves,43,Chip Case,Virginia
1970,Phoenix Suns,44,Greg McDivitt,Ohio
1970,Chicago Bulls,45,Lou Herndon,Jackson State
1970,Philadelphia 76ers,46,Dennis Awtrey,Santa Clara
1970,Detroit Pistons,47,Jim Hayes,Boston University
1970,Phoenix Suns,48,Vann Williford,North Carolina State
1970,Baltimore Bullets,49,Seaburn Hill,Arizona State
1970,Milwaukee Bucks,50,Marv Winkler,Louisiana-Lafayette
1970,New York Knicks,51,Al Williams,Drake
1970,San Diego Rockets,52,Jody Finney,Ohio State
1970,San Francisco Warriors,53,Ralph Ogden,Santa Clara
1970,Baltimore Bullets,54,Bill Stricker,Pacific
1970,Boston Celtics,55,Jon McKinney,Norfolk State
1970,Cincinnati Royals,56,Wade Fuller,Loyola-Chicago
1970,Chicago Bulls,57,John Davis,Alabama State
1970,Buffalo Braves,58,Erwin Polnick,Stephen F. Austin
1970,Portland Trail Blazers,59,Jim Penix,Bowling Green
1970,Cleveland Cavaliers,60,Glen Vidnovic,Iowa
1970,Phoenix Suns,61,Bob Lienhard,Georgia
1970,Chicago Bulls,62,Jim Wilson,Cheyney
1970,Philadelphia 76ers,63,Dan Crenshaw,Alabama State
1970,Los Angeles Lakers,64,Larry Mikan,Minnesota
1970,Atlanta Hawks,65,Fred Davis,Howard Payne
1970,Baltimore Bullets,66,Billy Jones,Louisiana College
1970,Milwaukee Bucks,67,Virgle Fredricks,Drury
1970,New York Knicks,68,John Marren,Manhattan
1970,San Diego Rockets,69,James Gilbert,Adams State
1970,San Francisco Warriors,70,Levi Fontaine,Maryland
1970,Detroit Pistons,71,Bill Jankans,Long Beach State
1970,Boston Celtics,72,Tom Carter,Paul Quinn
1970,Cincinnati Royals,73,Uluss Thompson,Wiley
1970,Seattle SuperSonics,74,Boyd Lynch,Eastern Kentucky
1970,Cleveland Cavaliers,75,Wayne Sokolowski,Ashland
1970,Portland Trail Blazers,76,Ron Knight,Cal State-Los Angeles
1970,Buffalo Braves,77,Robert Moore,Central State (OH)
1970,Phoenix Suns,78,John Canine,Ohio
1970,Chicago Bulls,79,George Johnson,Dillard
1970,Philadelphia 76ers,80,Perry Wallace,Vanderbilt
1970,Los Angeles Lakers,81,John Fultz,Rhode Island
1970,Atlanta Hawks,82,Bob Riley,Mount St. Mary's
